CH1.MFZ_IVS	DF_MFZ_1_EMISSION	1.0.0
CH1.MFZ_IVS	DF_MFZ_1_MAKE	1.0.0
CH1.MFZ_IVS	DF_MFZ_1_TECH	1.0.0
CH1.MFZ_IVS	DF_MFZ_2	1.0.0
CH1.MFZ_IVS	DF_MFZ_3	1.0.0
CH1.MFZ_IVS	DF_MFZ_4	1.0.0
CH1.MFZ_IVS	DF_MFZ_5	1.0.0
CH1.MFZ_IVS	DF_MFZ_6	1.0.0
CH1.MFZ_IVS	DF_MFZ_7	1.0.0
CH1.NRS	DF_NRS_S1_NEURENTEN	1.0.0
CH1.NRS	DF_NRS_S2_PK_FZ_KAP	1.0.0
CH1.NRS	DF_NRS_S2_PK_FZ_NEURENTEN	1.0.0
CH1.NRS	DF_NRS_S3A_KAPITALAUSZ	1.0.0
CH1.NRS	DF_NRS_S3B_KAPITALAUSZ	1.0.0
CH1.NRS	DF_NRS_S3B_NEURENTEN	1.0.0
CH1.PASTA	DF_PASTA_552_COUNTRIES	1.0.0
CH1.PASTA	DF_PASTA_552_MONTHLY	1.0.0
CH1.PASTA	DF_PASTA_552_NUTS2_DEMAND	1.0.0
CH1.PASTA	DF_PASTA_552_NUTS2_SUPPLY	1.0.0
CH1.PASTA	DF_PASTA_553_COUNTRIES	1.0.0
CH1.PASTA	DF_PASTA_553_MONTHLY	1.0.0
CH1.PASTA	DF_PASTA_553_NUTS2_DEMAND	1.0.0
CH1.PASTA	DF_PASTA_553_NUTS2_SUPPLY	1.0.0
CH1.PASTA	DF_PASTA_553_TR_DEMAND	1.0.0
CH1.PASTA	DF_PASTA_553_TR_SUPPLY	1.0.0
CH1.RDISP	DF_RDISP_1	1.0.0
CH1.RDISP	DF_RDISP_2	1.0.0
CH1.SAKE	DF_SAKE_TEILZEITGRUND	1.0.0
CH1.SAKE_MOD_UA	DF_SAKE_MOD_UA_1_ACTIVITY	1.0.0
CH1.SAKE_MOD_UA	DF_SAKE_MOD_UA_1_GENERAL	1.0.0
CH1.SAKE_MOD_UA	DF_SAKE_MOD_UA_2	1.0.0
CH1.SAKE_MOD_UA	DF_SAKE_MOD_UA_3_NOCHILD	1.0.0
CH1.SAKE_MOD_UA	DF_SAKE_MOD_UA_3_WITHCHILD	1.0.0
CH1.SCEN	DF_SCEN_MENAGES	1.0.0
CH1.SHAF	DF_SHAF_VERLAUF_16_55_CH	1.0.0
CH1.SHAF	DF_SHAF_VERLAUF_16_55_KT	1.0.0
CH1.SHAF	DF_SHAF_VERLAUF_CH	1.0.0
CH1.SHAF	DF_SHAF_VERLAUF_KT	1.0.0
CH1.SSV	DF_SSV_AREA_NOAS	2026.1.0
CH1.SSV	DF_SSV_AREA_NOLC	2026.1.0
CH1.SSV	DF_SSV_BUILD_AGE	2026.1.0
CH1.SSV	DF_SSV_BUILD_BUILD	2026.1.0
CH1.SSV	DF_SSV_BUILD_CAT	2026.1.0
CH1.SSV	DF_SSV_BUILD_FLO	2026.1.0
CH1.SSV	DF_SSV_BUILD_HOUSING	2026.1.0
CH1.SSV	DF_SSV_BUILD_HOUSING_OC	2026.1.0
CH1.SSV	DF_SSV_BUILD_LS	2026.1.0
CH1.SSV	DF_SSV_BUILD_LWZ	2026.1.0
CH1.SSV	DF_SSV_BUILD_MOVING	2026.1.0
CH1.SSV	DF_SSV_EDUC	2026.1.0
CH1.SSV	DF_SSV_EDUC_LEVEL	2026.1.0
CH1.SSV	DF_SSV_EMPLOYEMENT	2026.1.0
CH1.SSV	DF_SSV_ENERGY_HEATING	2026.1.0
CH1.SSV	DF_SSV_ENERGY_WTRGZ	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_ASS	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_DEB	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_EXP	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_EXP_CSL	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_REV	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_REV_CSL	2026.1.0
CH1.SSV	DF_SSV_FIN_COM_SPE	2026.1.0
CH1.SSV	DF_SSV_LABMAR_01	2026.1.0
CH1.SSV	DF_SSV_LABMAR_02	2026.1.0
CH1.SSV	DF_SSV_LABMAR_03	2026.1.0
CH1.SSV	DF_SSV_LABMAR_04	2026.1.0
CH1.SSV	DF_SSV_LABMAR_06	2026.1.0
CH1.SSV	DF_SSV_LABMAR_07	2026.1.0
CH1.SSV	DF_SSV_LABMAR_08	2026.1.0
CH1.SSV	DF_SSV_MOB_CAR	2026.1.0
CH1.SSV	DF_SSV_MOB_COM	2026.1.0
CH1.SSV	DF_SSV_POL_EXE	2026.1.0
CH1.SSV	DF_SSV_POL_LEG	2026.1.0
CH1.SSV	DF_SSV_POP_1930	2026.1.0
CH1.SSV	DF_SSV_POP_AGE_CLS	2026.1.0
CH1.SSV	DF_SSV_POP_BIL	2026.1.0
CH1.SSV	DF_SSV_POP_ETR	2026.1.0
CH1.SSV	DF_SSV_POP_ETR_AUT	2026.1.0
CH1.SSV	DF_SSV_POP_ETR_NAT	2026.1.0
CH1.SSV	DF_SSV_POP_HLD	2026.1.0
CH1.SSV	DF_SSV_POP_SE	2026.1.0
CH1.SSV	DF_SSV_SOCIAL	2026.1.0
CH1.SSV	DF_SSV_STRU_EMP	2025.2
CH1.SSV	DF_SSV_STRU_EXP	2025.2
CH1.SSV	DF_SSV_STRU_EXPO	2025.2
CH1.SSV	DF_SSV_STRU_SAU	2025.2
CH1.SSV	DF_SSV_STRU_SAU_EXP	2025.2
CH1.SSV	DF_SSV_TAX_BRDN_FOR_MAR_NC	2026.1.0
CH1.SSV	DF_SSV_TAX_BRDN_REV_MAR_2C	2026.1.0
CH1.SSV	DF_SSV_TAX_BRDN_REV_MAR_NC	2026.1.0
CH1.SSV	DF_SSV_TAX_BRDN_REV_RENT	2026.1.0
CH1.SSV	DF_SSV_TAX_BRDN_REV_SIN	2026.1.0
CH1.SSV	DF_SSV_TOURISM	2026.1.0
CH1.SSV	DF_SSV_UNEMPLOYEMENT	2026.1.1
CH1.STATKREBS	DF_STATKREBS_MEASURES	1.0.0
CH1.STATKREBS	DF_STATKREBS_NUM_RATES	1.0.0
CH1.STATPOP	DF_STATPOP_GEO_NATCAT_ORT_SEX	1.0.0
CH1.STATPOP	DF_STATPOP_GEO_ORT_SEX_ZIVL	1.0.0
CH1.STATPOP	DF_STATPOP_GEO_SEX_ZIVL_AGE5	1.0.0
CH1.STATPOP	DF_STATPOP_KANT_AUT_ORT_SEX_AGE	1.0.0
CH1.STATPOP	DF_STATPOP_NATCAT_SEX_AGE_GEO	1.0.0
CH1.STATPOP	DF_STATPOP_PERSPHH	1.0.0
CH1.STATPOP	DF_STATPOP_PHH	1.0.0
CH1.STATPOP	DF_STATPOP_REGLING	1.0.0
CH1.STATPOP	DF_STATPOP_REGLING_PERM	1.0.0
CH1.SUS	DF_SUS_DECISIONS	1.0.0
CH1.SUS	DF_SUS_MAINSCTN_DURATION_CAT	1.0.0
CH1.SUS	DF_SUS_MAINSCTN_DURATION_STAT	1.0.0
CH1.SUS	DF_SUS_MAINSCTN_SOCIODEM	1.0.0
CH1.SUS	DF_SUS_NATIONALITIES_ARTICLES	1.0.0
CH1.SUS	DF_SUS_NATIONALITIES_LAWS	1.0.0
CH1.SUS	DF_SUS_NEN_REVOCLIB	1.0.0
CH1.SUS	DF_SUS_NEN_REVOCSRS	1.0.0
CH1.SUS	DF_SUS_PERSONS	1.0.0
CH1.SUS	DF_SUS_PRETRIAL_DURATION	1.0.0
CH1.SUS	DF_SUS_PRETRIAL_SOCIODEM	1.0.0
CH1.SUS	DF_SUS_PROCESS	1.0.0
CH1.SUS	DF_SUS_REC_COURBREC	1.0.0
CH1.SUS	DF_SUS_REC_MODALREC	1.0.0
CH1.SUS	DF_SUS_REC_UNVRSDPRT	1.0.0
CH1.SUS	DF_SUS_SNCTN_COMBINATIONS	1.0.0
CH1.SUS	DF_SUS_SNCTN_MEASURES	1.0.0
CH1.SUS	DF_SUS_SNCTN_MONETARY	1.0.0
CH1.SUS	DF_SUS_SNCTN_PROHIBITIONS	1.0.0
CH1.UGR	DF_EWMFA_1	1.1.0
CH1.UGR	DF_EWMFA_2	1.1.0
CH1.UGR	DF_EWMFA_3	1.1.0
CH1.UGR	DF_UGR_TAX_1	1.0.0
