time,value
2017-01-01,2.8841736
2017-02-01,3.2697697
2017-03-01,2.6471498
2017-04-01,2.6948473
2017-05-01,2.3159418
2017-06-01,2.3817232
2017-07-01,2.8593998
2017-08-01,2.3962448
2017-09-01,2.2022274
2017-10-01,2.8929076
2017-11-01,1.9195144
2017-12-01,2.4158916
2018-01-01,2.7875407
2018-02-01,3.1336887
2018-03-01,2.4320269
2018-04-01,2.4945383
2018-05-01,2.3125923
2018-06-01,2.232754
2018-07-01,2.720087
2018-08-01,2.1410432
2018-09-01,2.0525846
2018-10-01,2.8041148
2018-11-01,1.8655682
2018-12-01,2.34651
2019-01-01,2.8916168
2019-02-01,3.125235
2019-03-01,2.440333
2019-04-01,2.6425736
2019-05-01,2.253217
2019-06-01,2.2665627
2019-07-01,2.6387308
2019-08-01,2.0459232
2019-09-01,2.1032124
2019-10-01,2.8003836
2019-11-01,1.9017317
2019-12-01,2.3345373
2020-01-01,2.8621771
2020-02-01,3.115637
2020-03-01,2.9999552
2020-04-01,3.9512637
2020-05-01,2.0898912
2020-06-01,1.6068227
2020-07-01,2.4427414
2020-08-01,1.9611516
2020-09-01,2.0599873
2020-10-01,3.1684165
2020-11-01,3.312648
2020-12-01,2.3171995
2021-01-01,2.7657328
2021-02-01,2.6851256
2021-03-01,2.0933683
2021-04-01,2.1693714
2021-05-01,2.2335875
2021-06-01,2.0565903
2021-07-01,2.7967577
2021-08-01,2.162311
2021-09-01,2.2798524
2021-10-01,2.8439815
2021-11-01,1.9443555
2021-12-01,2.1629379
2022-01-01,2.5013394
2022-02-01,2.7610276
2022-03-01,2.6179123
2022-04-01,2.6693692
2022-05-01,2.4672422
2022-06-01,2.308104
2022-07-01,2.4879198
2022-08-01,2.2507007
2022-09-01,2.1255782
2022-10-01,2.7949908
2022-11-01,1.8381375
2022-12-01,2.2976313
2023-01-01,2.8317654
2023-02-01,3.3283298
2023-03-01,2.6754549
2023-04-01,2.543107
2023-05-01,2.3081005
2023-06-01,2.2502391
2023-07-01,2.6996253
2023-08-01,2.2483902
2023-09-01,2.0612507
2023-10-01,2.7636628
2023-11-01,1.7783426
2023-12-01,2.359579
2024-01-01,2.7781978
2024-02-01,3.1828566
2024-03-01,2.5041187
2024-04-01,2.5428498
2024-05-01,2.3653204
2024-06-01,2.3400679
2024-07-01,2.7265038
2024-08-01,2.0948577
2024-09-01,2.2306292
2024-10-01,2.883838
2024-11-01,1.6859205
2024-12-01,2.4736726
2025-01-01,2.7688856
2025-02-01,3.1887074
2025-03-01,2.5552058
2025-04-01,2.681387
2025-05-01,2.4232545
2025-06-01,2.305532
2025-07-01,3.7177074
2025-08-01,2.869112
2025-09-01,2.6433945
2025-10-01,2.8170123
2025-11-01,1.8499452
2025-12-01,2.4923503
2026-01-01,2.9639325
2026-02-01,3.29365
2026-03-01,2.501566
