time,value
2017-01-01,25586.186
2017-02-01,46205.562
2017-03-01,25468.982
2017-04-01,12846.923
2017-05-01,6309.197
2017-06-01,8832.347
2017-07-01,27131.047
2017-08-01,20840.729
2017-09-01,12221.464
2017-10-01,16641.412
2017-11-01,4346.1167
2017-12-01,17090.002
2018-01-01,27072.426
2018-02-01,45368.1
2018-03-01,24706.416
2018-04-01,12910.995
2018-05-01,7358.6753
2018-06-01,12014.004
2018-07-01,24127.219
2018-08-01,18047.809
2018-09-01,12221.997
2018-10-01,14514.009
2018-11-01,4964.505
2018-12-01,16745.492
2019-01-01,26756.746
2019-02-01,39885.27
2019-03-01,24954.086
2019-04-01,13236.403
2019-05-01,7385.0054
2019-06-01,9804.828
2019-07-01,23548.584
2019-08-01,19447.016
2019-09-01,11981.263
2019-10-01,15494.813
2019-11-01,5812.3306
2019-12-01,19675.592
2020-01-01,28967.865
2020-02-01,43417.03
2020-03-01,17973.018
2020-04-01,8460.461
2020-05-01,9042.092
2020-06-01,16032.248
2020-07-01,35205.36
2020-08-01,26516.719
2020-09-01,19811.516
2020-10-01,21817.705
2020-11-01,9481.362
2020-12-01,23895.484
2021-01-01,29776.81
2021-02-01,41608.81
2021-03-01,21930.316
2021-04-01,17735.086
2021-05-01,13623.66
2021-06-01,15567.331
2021-07-01,34195.566
2021-08-01,24086.758
2021-09-01,18228.068
2021-10-01,21983.393
2021-11-01,7234.9116
2021-12-01,18022.674
2022-01-01,26857.324
2022-02-01,39733.754
2022-03-01,23849.994
2022-04-01,14670.923
2022-05-01,13575.658
2022-06-01,11474.766
2022-07-01,25635.89
2022-08-01,19705.39
2022-09-01,13097.038
2022-10-01,16224.805
2022-11-01,5153.1846
2022-12-01,16163.6
2023-01-01,24185.545
2023-02-01,35581.355
2023-03-01,18160.668
2023-04-01,11350.787
2023-05-01,8967.724
2023-06-01,10739.759
2023-07-01,20546.777
2023-08-01,15438.616
2023-09-01,11239.956
2023-10-01,13679.641
2023-11-01,4061.1807
2023-12-01,11550.701
2024-01-01,27866.863
2024-02-01,42458.258
2024-03-01,21201.94
2024-04-01,13959.088
2024-05-01,11655.448
2024-06-01,17241.305
2024-07-01,28509.924
2024-08-01,21017.832
2024-09-01,15522.085
2024-10-01,16831.023
2024-11-01,6045.48
2024-12-01,15904.428
2025-01-01,27860.037
2025-02-01,38738.742
2025-03-01,21224.814
2025-04-01,13033.205
2025-05-01,8560.781
2025-06-01,11626.153
2025-07-01,26009.832
2025-08-01,18043.002
2025-09-01,13534.632
2025-10-01,17443.447
2025-11-01,12030.089
2025-12-01,17116.115
2026-01-01,26707.48
2026-02-01,36596.24
2026-03-01,16687.453
