time,value
2017-01-01,3.4328432
2017-02-01,3.3100007
2017-03-01,3.4165492
2017-04-01,2.5695004
2017-05-01,2.047629
2017-06-01,2.0699294
2017-07-01,2.411649
2017-08-01,2.52516
2017-09-01,2.0245798
2017-10-01,2.2654097
2017-11-01,2.1418738
2017-12-01,2.6102972
2018-01-01,3.2714038
2018-02-01,3.811647
2018-03-01,2.9966254
2018-04-01,2.3068545
2018-05-01,2.2074864
2018-06-01,2.0325708
2018-07-01,2.3270075
2018-08-01,2.3966038
2018-09-01,1.8368838
2018-10-01,2.23865
2018-11-01,2.114849
2018-12-01,2.834489
2019-01-01,3.6462095
2019-02-01,3.39956
2019-03-01,3.2687001
2019-04-01,2.391396
2019-05-01,2.1088202
2019-06-01,1.988779
2019-07-01,2.417369
2019-08-01,2.2051284
2019-09-01,1.8124723
2019-10-01,2.103918
2019-11-01,2.0730577
2019-12-01,2.9506953
2020-01-01,3.4080946
2020-02-01,3.719738
2020-03-01,3.2368758
2020-04-01,1.8012305
2020-05-01,1.570365
2020-06-01,1.614464
2020-07-01,2.0308323
2020-08-01,2.0651324
2020-09-01,1.7071592
2020-10-01,2.78938
2020-11-01,3.998944
2020-12-01,3.16318
2021-01-01,2.9811032
2021-02-01,2.9300117
2021-03-01,2.82592
2021-04-01,2.093625
2021-05-01,2.1621351
2021-06-01,1.9322102
2021-07-01,2.0553672
2021-08-01,2.0928895
2021-09-01,1.8511107
2021-10-01,2.0232284
2021-11-01,2.0152705
2021-12-01,2.9395356
2022-01-01,3.469057
2022-02-01,3.4076831
2022-03-01,3.0813694
2022-04-01,2.3980978
2022-05-01,1.9960477
2022-06-01,1.8727703
2022-07-01,2.0421817
2022-08-01,2.1910315
2022-09-01,1.7701161
2022-10-01,2.1541781
2022-11-01,2.2478201
2022-12-01,3.110894
2023-01-01,3.2722242
2023-02-01,3.4165807
2023-03-01,2.864209
2023-04-01,2.3007345
2023-05-01,2.0182383
2023-06-01,1.9213766
2023-07-01,2.1027215
2023-08-01,2.0899282
2023-09-01,1.591873
2023-10-01,2.1112227
2023-11-01,2.2514958
2023-12-01,2.7865777
2024-01-01,3.1440654
2024-02-01,3.3676856
2024-03-01,2.9437897
2024-04-01,1.9050168
2024-05-01,2.0337875
2024-06-01,2.0135832
2024-07-01,2.1297789
2024-08-01,2.0942166
2024-09-01,1.8117929
2024-10-01,2.2142398
2024-11-01,2.1638756
2024-12-01,2.8378851
2025-01-01,3.4878242
2025-02-01,3.5597615
2025-03-01,2.908269
2025-04-01,2.4075172
2025-05-01,2.0576046
2025-06-01,2.1624017
2025-07-01,3.0087357
2025-08-01,2.9256158
2025-09-01,2.3000135
2025-10-01,2.2085464
2025-11-01,2.245016
2025-12-01,3.0215228
2026-01-01,3.4527519
2026-02-01,3.712595
2026-03-01,2.7462645
