time,value
2017-01-01,8107.192
2017-02-01,9087.065
2017-03-01,8314.71
2017-04-01,7741.844
2017-05-01,8050.809
2017-06-01,9334.177
2017-07-01,17032.78
2017-08-01,15576.736
2017-09-01,9577.633
2017-10-01,6715.022
2017-11-01,3704.5774
2017-12-01,4621.3853
2018-01-01,8613.599
2018-02-01,13016.778
2018-03-01,10215.148
2018-04-01,7051.104
2018-05-01,6414.815
2018-06-01,9173.35
2018-07-01,16243.372
2018-08-01,17728.303
2018-09-01,11124.866
2018-10-01,6409.0605
2018-11-01,3218.3167
2018-12-01,4528.649
2019-01-01,7132.433
2019-02-01,8516.285
2019-03-01,9422.054
2019-04-01,7048.7676
2019-05-01,7192.0576
2019-06-01,9715.834
2019-07-01,18364.473
2019-08-01,18249.727
2019-09-01,11874.523
2019-10-01,6614.4023
2019-11-01,4491.1855
2019-12-01,6275.414
2020-01-01,8281.948
2020-02-01,9539.633
2020-03-01,4592.848
2020-04-01,1872.9475
2020-05-01,2635.3616
2020-06-01,5100.7686
2020-07-01,15279.356
2020-08-01,13731.054
2020-09-01,11470.303
2020-10-01,5073.2954
2020-11-01,1330.6768
2020-12-01,4505.7046
2021-01-01,3316.798
2021-02-01,6367.7334
2021-03-01,4287.5273
2021-04-01,5505.9062
2021-05-01,4500.3394
2021-06-01,6962.2446
2021-07-01,17276.006
2021-08-01,19444.229
2021-09-01,12220.952
2021-10-01,7651.5977
2021-11-01,3107.1067
2021-12-01,8620.693
2022-01-01,5450.177
2022-02-01,8403.731
2022-03-01,8526.728
2022-04-01,8203.086
2022-05-01,7780.947
2022-06-01,11298.942
2022-07-01,14390.731
2022-08-01,15147.51
2022-09-01,21022.803
2022-10-01,8165.733
2022-11-01,5991.0376
2022-12-01,5915.5923
2023-01-01,7472.736
2023-02-01,8281.983
2023-03-01,9120.379
2023-04-01,6331.6953
2023-05-01,8343.589
2023-06-01,8807.486
2023-07-01,15930.598
2023-08-01,15122.88
2023-09-01,15245.883
2023-10-01,6714.3057
2023-11-01,4196.0435
2023-12-01,5455.3403
2024-01-01,7446.9194
2024-02-01,7915.0327
2024-03-01,8422.97
2024-04-01,6161.499
2024-05-01,6838.9316
2024-06-01,9918.291
2024-07-01,23900.498
2024-08-01,24457.773
2024-09-01,12914.875
2024-10-01,6631.122
2024-11-01,5515.524
2024-12-01,4512.6777
2025-01-01,9248.416
2025-02-01,8017.197
2025-03-01,7876.2227
2025-04-01,8205.73
2025-05-01,7727.418
2025-06-01,9438.646
2025-07-01,12369.159
2025-08-01,12602.801
2025-09-01,13957.743
2025-10-01,6891.429
2025-11-01,4953.357
2025-12-01,5184.0396
2026-01-01,8978.775
2026-02-01,8570.911
2026-03-01,8000.2915
