time,value
2017-01-01,4120.599
2017-02-01,6613.567
2017-03-01,3766.03
2017-04-01,2615.975
2017-05-01,1839.899
2017-06-01,2079.6074
2017-07-01,3707.6853
2017-08-01,2893.5361
2017-09-01,2379.4805
2017-10-01,2789.695
2017-11-01,1424.0115
2017-12-01,3287.422
2018-01-01,4173.7334
2018-02-01,6492.961
2018-03-01,4274.709
2018-04-01,2094.9756
2018-05-01,2144.058
2018-06-01,2192.4258
2018-07-01,3644.627
2018-08-01,2867.137
2018-09-01,2903.8574
2018-10-01,2629.5894
2018-11-01,1279.8687
2018-12-01,3118.0608
2019-01-01,4060.3755
2019-02-01,5964.222
2019-03-01,4117.9097
2019-04-01,2266.2817
2019-05-01,2057.0933
2019-06-01,1988.8142
2019-07-01,3700.049
2019-08-01,3129.3054
2019-09-01,2177.3684
2019-10-01,3042.1677
2019-11-01,1005.00195
2019-12-01,4456.0654
2020-01-01,4758.564
2020-02-01,8651.854
2020-03-01,2363.9353
2020-04-01,1178.84
2020-05-01,2305.8242
2020-06-01,3096.4119
2020-07-01,5854.248
2020-08-01,4525.9434
2020-09-01,3832.302
2020-10-01,4338.0874
2020-11-01,2024.7985
2020-12-01,4392.7085
2021-01-01,4953.683
2021-02-01,6039.9766
2021-03-01,3179.2773
2021-04-01,3692.9028
2021-05-01,3147.8704
2021-06-01,2831.6543
2021-07-01,5378.2607
2021-08-01,3399.1733
2021-09-01,3179.2622
2021-10-01,5129.123
2021-11-01,1637.0465
2021-12-01,3535.364
2022-01-01,4946.58
2022-02-01,5859.4014
2022-03-01,3603.6787
2022-04-01,2888.904
2022-05-01,2224.0405
2022-06-01,2478.02
2022-07-01,7551.386
2022-08-01,6456.743
2022-09-01,3727.3154
2022-10-01,3380.4062
2022-11-01,1648.576
2022-12-01,3397.68
2023-01-01,4146.9116
2023-02-01,5083.949
2023-03-01,2772.7378
2023-04-01,2529.1794
2023-05-01,1862.522
2023-06-01,2064.7449
2023-07-01,3194.0723
2023-08-01,2246.2048
2023-09-01,2282.068
2023-10-01,2229.438
2023-11-01,1094.352
2023-12-01,2394.588
2024-01-01,4396.653
2024-02-01,5888.8955
2024-03-01,3423.2378
2024-04-01,2655.54
2024-05-01,2571.3472
2024-06-01,2497.4456
2024-07-01,4161.6025
2024-08-01,2938.3484
2024-09-01,2786.717
2024-10-01,2876.1753
2024-11-01,1277.0905
2024-12-01,2981.2131
2025-01-01,4219.952
2025-02-01,5525.915
2025-03-01,3350.2842
2025-04-01,2443.7969
2025-05-01,1829.2701
2025-06-01,2143.556
2025-07-01,3735.507
2025-08-01,2890.6233
2025-09-01,2341.9077
2025-10-01,2924.9058
2025-11-01,1254.0183
2025-12-01,3025.527
2026-01-01,4885.65
2026-02-01,4703.111
2026-03-01,2469.5894
