time,value
2017-01-01,448508.84
2017-02-01,589189.44
2017-03-01,443004.38
2017-04-01,386831.2
2017-05-01,323328.34
2017-06-01,485422.22
2017-07-01,870470.5
2017-08-01,677277.1
2017-09-01,479719.9
2017-10-01,391336.94
2017-11-01,103469.9
2017-12-01,199019.2
2018-01-01,428772.2
2018-02-01,600930.06
2018-03-01,463171.94
2018-04-01,337761.78
2018-05-01,346615.8
2018-06-01,471913.25
2018-07-01,869680.7
2018-08-01,688831.75
2018-09-01,532890.8
2018-10-01,388428.7
2018-11-01,106507.81
2018-12-01,204853.52
2019-01-01,432719.47
2019-02-01,566491
2019-03-01,478463.97
2019-04-01,382634.28
2019-05-01,322631
2019-06-01,536672.44
2019-07-01,914996.4
2019-08-01,743869.44
2019-09-01,547166.44
2019-10-01,383145.03
2019-11-01,123948.37
2019-12-01,225255.14
2020-01-01,446235.47
2020-02-01,616510.7
2020-03-01,228475.83
2020-04-01,32650.906
2020-05-01,55881.016
2020-06-01,114670.77
2020-07-01,669242.6
2020-08-01,518834.88
2020-09-01,418943.38
2020-10-01,258709.38
2020-11-01,33861.76
2020-12-01,55642.227
2021-01-01,52051.54
2021-02-01,99198.95
2021-03-01,87349.414
2021-04-01,155875.89
2021-05-01,166108.16
2021-06-01,256139.95
2021-07-01,741799.56
2021-08-01,641073.1
2021-09-01,497349.72
2021-10-01,406748.94
2021-11-01,97539.13
2021-12-01,158412.1
2022-01-01,194184.06
2022-02-01,351096.78
2022-03-01,405601.94
2022-04-01,384636.9
2022-05-01,345251.6
2022-06-01,523894.47
2022-07-01,811776.6
2022-08-01,660993.8
2022-09-01,518641.1
2022-10-01,391023.6
2022-11-01,115352.68
2022-12-01,207915.53
2023-01-01,403175.56
2023-02-01,549194.75
2023-03-01,425588.16
2023-04-01,373565.3
2023-05-01,362867.62
2023-06-01,495860.1
2023-07-01,873042.25
2023-08-01,656286.8
2023-09-01,561838.94
2023-10-01,407433.6
2023-11-01,106100.24
2023-12-01,210286.53
2024-01-01,432248.12
2024-02-01,550581.94
2024-03-01,453423.2
2024-04-01,318950.03
2024-05-01,380794.8
2024-06-01,484613.6
2024-07-01,872627.2
2024-08-01,708167.06
2024-09-01,526446.8
2024-10-01,364660.97
2024-11-01,114262.44
2024-12-01,211595.81
2025-01-01,449188.22
2025-02-01,534890.94
2025-03-01,444945.03
2025-04-01,376522
2025-05-01,349118.78
2025-06-01,551396.25
2025-07-01,852824.1
2025-08-01,701623.4
2025-09-01,544487.75
2025-10-01,365886.16
2025-11-01,118505.414
2025-12-01,234484.81
2026-01-01,470615.72
2026-02-01,543020.75
2026-03-01,401061.78
